model,variable,value,observed_density,simulated_q025,simulated_median,simulated_q975
M4,X,2.6224204507183755,0.0,0.0,0.0,0.003183853235255661
M4,X,2.8140121966083242,0.0,0.0,0.0,0.0041755452265648625
M4,X,3.005603942498273,0.0,0.0,0.0,0.0020886501798332313
M4,X,3.1971956883882227,0.0,0.0,0.0,0.002087772613282412
M4,X,3.3887874342781714,0.0,0.0,0.0,0.0020877726132824312
M4,X,3.58037918016812,0.0,0.0,0.0,0.002087772613282412
M4,X,3.77197092605807,0.0,0.0,0.0,0.0
M4,X,3.9635626719480186,0.0,0.0,0.0,0.0010960806219732586
M4,X,4.155154417837967,0.0,0.0,0.0,0.0010960806219732487
M4,X,4.346746163727917,0.0,0.0,0.0,0.0
M4,X,4.538337909617866,0.0,0.0,0.0,0.0
M4,X,4.7299296555078145,0.0,0.0,0.0,0.0
M4,X,4.921521401397764,0.0,0.0,0.0,0.0
M4,X,5.113113147287713,0.0,0.0,0.0,0.0
M4,X,5.304704893177662,0.0,0.0,0.0,0.0
M4,X,5.4962966390676105,0.0,0.0,0.0,0.0
