k,age_ka,X,Vhat,q_observed_fit,q_boot_q025,q_boot_q50,q_boot_q975,q_ratio_q025,q_ratio_q50,q_ratio_q975
38,79.24,1.2408264742669202,13.227937693328862,13950.589751588568,5935.483629482019,9805.282288392427,15677.988900447186,0.4254647104654582,0.7028579051488406,1.1238226612363766
39,79.22,1.5053852281334974,8.954023091588214,7753.491547158643,3359.0064066317086,5602.240065172724,9029.828639387208,0.4332250040128896,0.7225441636324128,1.1646144945751948
40,79.2,1.6844656899652617,-0.8165934093287586,4205.790003034765,3051.294341322197,4669.348550036755,7609.991407161552,0.7254985006670518,1.1102191375859234,1.809408316076272
41,79.18,1.6681338217786865,-8.475303395522648,10127.084794708253,6922.635956228778,10534.857891970963,17777.22865237876,0.683576379240558,1.040265595235836,1.7554142196644753
42,79.16,1.4986277538682335,-8.137169704981462,9331.319234269047,6520.277107567807,9622.53515389659,15990.137768053713,0.698751906763863,1.0312084403412176,1.7135988349139653
43,79.14,1.3358843597686043,7.619451141846212,6820.9826944291135,3223.1128000116173,5175.06358675632,7788.790302905972,0.4725290979911184,0.7586976567149097,1.141886829483865
44,79.12,1.4882733826055285,7.881200894446727,6790.850668557136,3066.6261994901274,5080.679891280734,7831.290765863163,0.45158204018373727,0.7481654566202138,1.1532120419203815
45,79.1,1.645897400494463,-4.182793392531914,5857.214307697635,4319.528260806205,6459.770119792428,11267.905888307687,0.7374714384497455,1.102874127604125,1.9237653424255354
46,79.08,1.5622415326438248,-1.245768908647471,4271.469941010745,3184.9689686305737,4698.098071563165,7573.4241895552,0.7456376874039115,1.0998785281048866,1.7730252803237858
47,79.06,1.5373261544708754,0.7480370339147058,3890.239648263735,2734.4244108707253,4070.972044020552,6195.093651098603,0.7028935639199335,1.04645790802052,1.5924709558352155
48,79.04,1.5522868951491695,3.350535514148012,4161.686194357928,2683.0261803193366,3887.188832045331,5572.629425555546,0.6446968980882709,0.9340417923185227,1.3390316245156733
49,79.02,1.6192976054321297,4.958143005150628,4696.403097501608,2649.671013795399,4076.186021950425,5792.017837225925,0.5641915650734859,0.8679378531452879,1.2332880540657087
50,79.0,1.7184604655351423,0.3700412449413104,3956.709711999615,2844.3179866487953,4293.3963180324745,6816.964814739543,0.7188594043234354,1.0850925719953075,1.7228872752695399
