model,source,rep,barrier,lower_occupancy,upper_occupancy,n_switches,lower_wait_mean,upper_wait_mean,lower_wait_median,upper_wait_median
M4,simulated,63,0.139189375631117,0.4092,0.5908,61,660.0,952.9032258064516,200.0,260.0
M4,simulated,64,0.139189375631117,0.5248,0.4752,64,820.0,720.0,200.0,140.0
M4,simulated,65,0.139189375631117,0.452,0.548,65,684.8484848484849,830.3030303030303,120.0,480.0
M4,simulated,66,0.139189375631117,0.6008,0.3992,40,1502.0,950.4761904761905,930.0,740.0
M4,simulated,67,0.139189375631117,0.6508,0.3492,66,986.060606060606,513.5294117647059,340.0,220.0
M4,simulated,68,0.139189375631117,0.496,0.504,68,729.4117647058823,720.0,150.0,200.0
M4,simulated,69,0.139189375631117,0.7516,0.2484,35,2087.777777777778,690.0,480.0,80.0
M4,simulated,70,0.139189375631117,0.7044,0.2956,63,1100.625,461.875,200.0,150.0
M4,simulated,71,0.139189375631117,0.494,0.506,67,726.4705882352941,744.1176470588235,120.0,330.0
M4,simulated,72,0.139189375631117,0.5388,0.4612,63,841.875,720.625,140.0,330.0
M4,simulated,73,0.139189375631117,0.5564,0.4436,42,1324.7619047619048,1008.1818181818181,180.0,450.0
M4,simulated,74,0.139189375631117,0.5784,0.4216,61,932.9032258064516,680.0,280.0,240.0
M4,simulated,75,0.139189375631117,0.5796,0.4204,58,999.3103448275862,700.6666666666666,100.0,370.0
M4,simulated,76,0.139189375631117,0.4552,0.5448,72,632.2222222222222,736.2162162162163,140.0,160.0
M4,simulated,77,0.139189375631117,0.6124,0.3876,84,729.047619047619,450.69767441860466,140.0,300.0
M4,simulated,78,0.139189375631117,0.6132,0.3868,74,828.6486486486486,508.94736842105266,180.0,110.0
M4,simulated,79,0.139189375631117,0.3424,0.6576,65,518.7878787878788,996.3636363636364,80.0,400.0
M4,simulated,80,0.139189375631117,0.4724,0.5276,60,787.3333333333334,850.9677419354839,150.0,400.0
M4,simulated,81,0.139189375631117,0.7,0.3,61,1129.032258064516,483.8709677419355,440.0,260.0
M4,simulated,82,0.139189375631117,0.6652,0.3348,53,1231.851851851852,620.0,680.0,300.0
M4,simulated,83,0.139189375631117,0.5024,0.4976,75,661.0526315789474,654.7368421052631,150.0,260.0
M4,simulated,84,0.139189375631117,0.6052,0.3948,45,1315.6521739130435,858.2608695652174,200.0,120.0
M4,simulated,85,0.139189375631117,0.5904,0.4096,53,1093.3333333333333,758.5185185185185,320.0,140.0
M4,simulated,86,0.139189375631117,0.512,0.488,75,673.6842105263158,642.1052631578947,110.0,290.0
M4,simulated,87,0.139189375631117,0.5584,0.4416,86,649.3023255813954,501.8181818181818,100.0,190.0
M4,simulated,88,0.139189375631117,0.6,0.4,45,1304.3478260869565,869.5652173913044,480.0,160.0
M4,simulated,89,0.139189375631117,0.5008,0.4992,65,758.7878787878788,756.3636363636364,200.0,240.0
M4,simulated,90,0.139189375631117,0.5004,0.4996,62,807.0967741935484,780.625,160.0,160.0
M4,simulated,91,0.139189375631117,0.548,0.452,34,1611.764705882353,1255.5555555555557,200.0,850.0
M4,simulated,92,0.139189375631117,0.5192,0.4808,43,1180.0,1092.7272727272727,630.0,450.0
M4,simulated,93,0.139189375631117,0.6212,0.3788,68,913.5294117647059,541.1428571428571,160.0,120.0
M4,simulated,94,0.139189375631117,0.36,0.64,74,486.4864864864865,842.1052631578947,120.0,240.0
M4,simulated,95,0.139189375631117,0.6564,0.3436,56,1172.142857142857,592.4137931034483,600.0,160.0
M4,simulated,96,0.139189375631117,0.5444,0.4556,52,1046.923076923077,843.7037037037037,150.0,260.0
M4,simulated,97,0.139189375631117,0.532,0.468,65,806.060606060606,709.0909090909091,180.0,120.0
M4,simulated,98,0.139189375631117,0.5292,0.4708,77,678.4615384615385,603.5897435897435,140.0,80.0
M4,simulated,99,0.139189375631117,0.4636,0.5364,63,724.375,838.125,110.0,500.0
